netflix_titles.csv/show_id,netflix_titles.csv/type,netflix_titles.csv/title,netflix_titles.csv/director,netflix_titles.csv/cast,netflix_titles.csv/country,netflix_titles.csv/date_added,netflix_titles.csv/release_year,netflix_titles.csv/rating,netflix_titles.csv/duration,netflix_titles.csv/listed_in,netflix_titles.csv/description
b's61',b'Movie',b'Naruto Shippuden: The Movie: The Lost Tower',b'Masahiko Murata',"b'Junko Takeuchi, Chie Nakamura, Satoshi Hino, Rikiya Koyama, Nobuaki Fukuda, Kenji Hamada, Keiko Nemoto, Saori Hayami, Yumi Toma, Yuko Kobayashi, Fujiko Takimoto, Mutsumi Tamura, Mayuki Makiguchi, Toshiyuki Morikawa'",b'Japan',2021-09-15,2010,b'TV-14',b'85 min',"b'Action & Adventure, Anime Features, International Movies'","b'When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.'"
b's62',b'Movie',b'Naruto the Movie 2: Legend of the Stone of Gelel',b'Hirotsugu Kawasaki',"b'Junko Takeuchi, Gamon Kaai, Chie Nakamura, Showtaro Morikubo, Akira Ishida, Yasuyuki Kase, Urara Takano, Sachiko Kojima, Houko Kuwashima, Takako Honda'",b'Japan',2021-09-15,2005,b'TV-PG',b'97 min',"b'Action & Adventure, Anime Features, International Movies'","b'While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.'"
b's63',b'Movie',b'Naruto the Movie 3: Guardians of the Crescent Moon Kingdom',b'Toshiyuki Tsuru',"b'Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa'",b'Japan',2021-09-15,2006,b'TV-PG',b'95 min',"b'Action & Adventure, Anime Features, International Movies'","b'Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.'"
b's64',b'Movie',b'Naruto the Movie: Ninja Clash in the Land of Snow',b'Tensai Okamura',"b'Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa'",b'Japan',2021-09-15,2004,b'TV-PG',b'83 min',"b'Action & Adventure, Anime Features, International Movies'","b""Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess."""
b's65',b'Movie',b'Nightbooks',b'David Yarovesky',"b'Winslow Fegley, Lidya Jewett, Krysten Ritter'",,2021-09-15,2021,b'TV-PG',b'103 min',b'Children & Family Movies',"b""Scary story fan Alex must tell a spine-tingling tale every night \xe2\x80\x94 or stay trapped with his new friend in a wicked witch's magical apartment forever."""
b's66',b'TV Show',b'Numberblocks',,"b'Beth Chalmers, David Holt, Marcel McCalla, Teresa Gallagher'",b'United Kingdom',2021-09-15,2021,b'TV-Y',b'6 Seasons',"b""Kids' TV""","b'In a place called Numberland, math adds up to tons of fun when a group of cheerful blocks work, play and sing together.'"
b's67',b'TV Show',b'Raja Rasoi Aur Anya Kahaniyan',,,b'India',2021-09-15,2014,b'TV-G',b'1 Season',"b'Docuseries, International TV Shows'","b'Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.'"
b's68',b'TV Show',b'Saved by the Bell',,"b'Mark-Paul Gosselaar, Tiffani Thiessen, Mario Lopez, Lark Voorhies, Elizabeth Berkley, Dustin Diamond, Dennis Haskins'",b'United States',2021-09-15,1994,b'TV-PG',b'9 Seasons',"b""Kids' TV, TV Comedies""","b'From middle school to college, best friends Zack, Kelly, Slater, Jessie, Screech and Lisa take on the highs and lows of life together in this hit series.'"
b's69',b'Movie',b'Schumacher',"b'Hanns-Bruno Kammert\xc3\xb6ns, Vanessa N\xc3\xb6cker, Michael Wech'",b'Michael Schumacher',,2021-09-15,2021,b'TV-14',b'113 min',"b'Documentaries, International Movies, Sports Movies'","b'Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.'"
b's70',b'TV Show',b'Stories by Rabindranath Tagore',,,b'India',2021-09-15,2015,b'TV-PG',b'1 Season',"b'International TV Shows, TV Dramas'",b'The writings of Nobel Prize winner Rabindranath Tagore come to life in this collection of tales set in early-20th-century Bengal.'
b's71',b'TV Show',b'Too Hot To Handle: Latino',,b'Itat\xc3\xad Cantoral',,2021-09-15,2021,b'TV-MA',b'1 Season',"b'International TV Shows, Reality TV, Romantic TV Shows'","b'On this reality show, singles from Latin America and Spain are challenged to give up sex. But here, abstinence comes with a silver lining: US$100,000.'"
b's72',b'Movie',b'A StoryBots Space Adventure',b'David A. Vargas',"b'Evan Spiridellis, Erin Fitzgerald, Jeff Gill, Fred Tatasciore, Evan Michael Lee, Jared Isaacman, Sian Proctor, Chris Sembroski, Hayley Arceneaux'",,2021-09-14,2021,b'TV-Y',b'13 min',b'Children & Family Movies',"b""Join the StoryBots and the space travelers of the historic Inspiration4 mission as they search for answers to kids' questions about space."""
b's73',b'TV Show',b'Jack Whitehall: Travels with My Father',,"b'Jack Whitehall, Michael Whitehall'",b'United Kingdom',2021-09-14,2021,b'TV-MA',b'5 Seasons',"b'British TV Shows, Docuseries, International TV Shows'","b'Jovial comic Jack Whitehall invites his stuffy father, Michael, to travel with him through Southeast Asia in an attempt to strengthen their bond.'"
b's74',b'Movie',b'King of Boys',b'Kemi Adetiba',"b'Sola Sobowale, Adesua Etomi, Remilekun ""Reminisce"" Safaru, Tobechukwu ""iLLbliss"" Ejiofor, Toni Tones, Paul Sambo, Jide Kosoko, Sharon Ooja'",b'Nigeria',2021-09-14,2018,b'TV-MA',b'182 min',"b'Dramas, International Movies'","b'When a powerful businesswoman\xe2\x80\x99s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.'"
b's75',b'TV Show',"b""The World's Most Amazing Vacation Rentals""",,,,2021-09-14,2021,b'TV-PG',b'2 Seasons',b'Reality TV',"b'With an eye for every budget, three travelers visit vacation rentals around the globe and share their expert tips and tricks in this reality series.'"
b's76',b'Movie',b'You vs. Wild: Out Cold',b'Ben Simms',"b'Bear Grylls, Jason Derek Prempeh'",,2021-09-14,2021,b'TV-G',b'106 min',b'Children & Family Movies',"b'After a plane crash leaves Bear with amnesia, he must make choices to save the missing pilot and survive in this high-stakes interactive adventure.'"
b's77',b'TV Show',b'Yowamushi Pedal',,"b'Daiki Yamashita, Kohsuke Toriumi, Jun Fukushima, Hiroki Yasumoto, Showtaro Morikubo, Kentaro Ito, Daisuke Kishio, Yoshitsugu Matsuoka, Junichi Suwabe, Ayaka Suwa, Megumi Han, Tomoaki Maeno, Tsubasa Yonaga, Tetsuya Kakihara, Satoshi Hino, Hiroyuki Yoshino, Atsushi Abe, Koji Yusa, Kouki Miyata, Hiro Shimono, Wataru Hatano, Yuichi Nakamura, Kenji Nojima, Mamoru Miyano, Daisuke Ono, Yuma Uchida, Jun Fukuyama'",b'Japan',2021-09-14,2013,b'TV-14',b'1 Season',"b'Anime Series, International TV Shows'","b'A timid, anime-loving teen gets drawn into a school cycling club, where his new friends help him face tough challenges to develop his racing talent.'"
b's78',b'Movie',b'Little Singham - Black Shadow',b'Prakash Satam',"b'Sumriddhi Shukla, Jigna Bharadwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Annamaya Verma, Anamay Verma, Manoj Pandey'",,2021-09-11,2021,b'TV-Y7',b'48 min',"b'Children & Family Movies, Comedies'",b'Kid cop Little Singham loses all his superpowers while trying to stop the demon Kaal\xe2\x80\x99s new evil plans! Can his inner strength help him defeat the enemy?'
b's79',b'Movie',b'Tughlaq Durbar',b'Delhiprasad Deenadayalan',"b'Vijay Sethupathi, Parthiban, Raashi Khanna'",,2021-09-11,2020,b'TV-14',b'145 min',"b'Comedies, Dramas, International Movies'",b'A budding politician has devious plans to rise in the ranks \xe2\x80\x94 until an unexpected new presence begins to interfere with his every crooked move.'
b's80',b'Movie',b'Tughlaq Durbar (Telugu)',b'Delhiprasad Deenadayalan',"b'Vijay Sethupathi, Parthiban, Raashi Khanna'",,2021-09-11,2021,b'TV-14',b'145 min',"b'Comedies, Dramas, International Movies'",b'A budding politician has devious plans to rise in the ranks \xe2\x80\x94 until an unexpected new presence begins to interfere with his every crooked move.'
b's81',b'Movie',b'Firedrake the Silver Dragon',b'Tomer Eshed',"b'Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie'",,2021-09-10,2021,b'TV-Y7',b'93 min',b'Children & Family Movies',"b'When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.'"
b's82',b'Movie',b'Kate',b'Cedric Nicolas-Troyan',"b'Mary Elizabeth Winstead, Jun Kunimura, Woody Harrelson, Tadanobu Asano, Miyavi, Michiel Huisman, Miku Martineau'",b'United States',2021-09-10,2021,b'R',b'106 min',b'Action & Adventure',"b'Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.'"
b's83',b'TV Show',b'Lucifer',,"b'Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Scarlett Estevez, Rachael Harris, Aimee Garcia, Tricia Helfer, Tom Welling, Jeremiah W. Birkett, Pej Vahdat, Michael Gladis'",b'United States',2021-09-10,2021,b'TV-14',b'6 Seasons',"b'Crime TV Shows, TV Comedies, TV Dramas'","b'Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.'"
b's84',b'TV Show',b'Metal Shop Masters',,b'Jo Koy',,2021-09-10,2021,b'TV-MA',b'1 Season',b'Reality TV',"b'On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.'"
b's85',b'Movie',b'Omo Ghetto: the Saga',"b'JJC Skillz, Funke Akindele'","b'Funke Akindele, Ayo Makun, Chioma Chukwuka Akpotha, Yemi Eberechi Alade, Blossom Chukwujekwu, Deyemi Okanlawon, Alexx Ekubo, Zubby Michael, Tina Mba, Femi Jacobs'",b'Nigeria',2021-09-10,2020,b'TV-MA',b'147 min',"b'Action & Adventure, Comedies, Dramas'","b'Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.'"
b's86',b'TV Show',b'Pok\xc3\xa9mon Master Journeys: The Series',,"b'Ikue Otani, Sarah Natochenny, Zeno Robinson, Cherami Leigh, James Carter Cathcart, Michele Knotz, Rodger Parsons, Ray Chase, Casey Mongillo, Tara Sands'",,2021-09-10,2021,b'TV-Y7',b'1 Season',"b""Anime Series, Kids' TV""","b""As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pok\xc3\xa9mon. Together, they're on a journey to adventure!"""
b's87',b'Movie',b'Prey',b'Thomas Sieben',"b'David Kross, Hanno Koffler, Maria Ehrich, Robert Finster, Yung Ngo, Klaus Steinbacher, Livia Matthes, Nellie Thalbach'",,2021-09-10,2021,b'TV-MA',b'87 min',"b'International Movies, Thrillers'",b'A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.'
b's88',b'TV Show',b'Titipo Titipo',,"b'Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun'",,2021-09-10,2019,b'TV-Y',b'2 Seasons',"b""Kids' TV, Korean TV Shows""","b""Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably."""
b's89',b'Movie',b'Blood Brothers: Malcolm X & Muhammad Ali',b'Marcus Clarke',"b'Malcolm X, Muhammad Ali'",,2021-09-09,2021,b'PG-13',b'96 min',"b'Documentaries, Sports Movies'","b""From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals."""
b's90',b'TV Show',b'Mighty Raju',,"b'Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava'",,2021-09-09,2017,b'TV-Y7',b'4 Seasons',"b""Kids' TV""","b'Born with superhuman abilities, young Raju wants to use his powers to make the world a better place \xe2\x80\x94 but that will mean facing plenty of challenges!'"
b's91',b'Movie',b'Paradise Hills',b'Alice Waddington',"b'Emma Roberts, Danielle Macdonald, Awkwafina, Eiza Gonz\xc3\xa1lez, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath'","b'Spain, United States'",2021-09-09,2019,b'TV-MA',b'95 min',"b'Sci-Fi & Fantasy, Thrillers'","b'Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That\xe2\x80\x99s bad enough, but its real purpose is even worse.'"
b's92',b'Movie',b'The Women and the Murderer',"b'Mona Achache, Patricia Tourancheau'",,b'France',2021-09-09,2021,b'TV-14',b'92 min',"b'Documentaries, International Movies'","b""This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother."""
b's93',b'TV Show',b'Into the Night',,"b'Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtulu\xc5\x9f, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Ga\xc3\xafa Kraghede Bellugi, Nabil Mallat'",b'Belgium',2021-09-08,2021,b'TV-MA',b'2 Seasons',"b'International TV Shows, TV Dramas, TV Mysteries'",b'Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.'
b's94',b'Movie',b'JJ+E',b'Alexis Almstr\xc3\xb6m',"b'Elsa \xc3\x96hrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergstr\xc3\xb6m Terent, Josef Kadim, Yohannes Frezgi'",,2021-09-08,2021,b'TV-MA',b'91 min',"b'Dramas, International Movies, Romantic Movies'","b'Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?'"
b's95',b'Movie',b'Show Dogs',b'Raja Gosnell',"b""Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale""","b'United Kingdom, United States'",2021-09-08,2018,b'PG',b'90 min',"b'Children & Family Movies, Comedies'",b'A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.'
b's96',b'TV Show',b'The Circle',,b'Michelle Buteau',"b'United States, United Kingdom'",2021-09-08,2021,b'TV-MA',b'3 Seasons',b'Reality TV',"b'Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.'"
b's97',b'Movie',b'If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd',b'Stephen Kijak',"b'Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant'",b'United States',2021-09-07,2018,b'TV-MA',b'97 min',"b'Documentaries, Music & Musicals'","b'Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.'"
b's98',b'TV Show',b'Kid Cosmic',,"b'Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver'",b'United States',2021-09-07,2021,b'TV-Y7',b'2 Seasons',"b""Kids' TV, TV Comedies, TV Sci-Fi & Fantasy""","b""A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined \xe2\x80\x94 and he can't do it alone."""
b's99',b'TV Show',b'Octonauts: Above & Beyond',,"b'Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt'",b'United Kingdom',2021-09-07,2021,b'TV-Y',b'1 Season',"b""British TV Shows, Kids' TV""","b""The Octonauts expand their exploration beyond the sea \xe2\x80\x94\xc2\xa0and onto land! With new rides and new friends, they'll protect any habitats and animals at risk."""
b's100',b'TV Show',b'On the Verge',,"b'Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi'","b'France, United States'",2021-09-07,2021,b'TV-MA',b'1 Season',"b'TV Comedies, TV Dramas'","b'Four women \xe2\x80\x94 a chef, a single mom, an heiress and a job seeker \xe2\x80\x94 dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.'"
b's101',b'TV Show',b'Tobot Galaxy Detectives',,"b'Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow'",,2021-09-07,2019,b'TV-Y7',b'2 Seasons',"b""Kids' TV""","b'An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.'"
b's102',b'Movie',b'Untold: Breaking Point',"b'Chapman Way, Maclain Way'",,b'United States',2021-09-07,2021,b'TV-MA',b'80 min',"b'Documentaries, Sports Movies'","b'Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.'"
b's103',b'TV Show',b'Countdown: Inspiration4 Mission to Space',b'Jason Hehir',,,2021-09-06,2021,b'TV-14',b'1 Season',"b'Docuseries, Science & Nature TV'","b'From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.'"
b's104',b'Movie',b'Shadow Parties',b'Yemi Amodu',"b'Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas'",,2021-09-06,2020,b'TV-MA',b'117 min',"b'Dramas, International Movies, Thrillers'",b'A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.'
b's105',b'TV Show',b'Tayo the Little Bus',,"b'Robyn Slade, Kami Desilets'",b'South Korea',2021-09-06,2016,b'TV-Y',b'2 Seasons',"b""Kids' TV, Korean TV Shows""","b'As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.'"
b's106',b'Movie',b'Angamaly Diaries',b'Lijo Jose Pellissery',"b'Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese'",b'India',2021-09-05,2017,b'TV-14',b'128 min',"b'Action & Adventure, Comedies, Dramas'","b'After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.'"
